userId,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18
12,0.065359477,0.013071895,0.006535948,0,0.732026144,0.006535948,0,0.758169935,0.156862745,0,0,0,0,0,1,0.137254902,0.098039216,0.045751634,0
13,1,0.586206897,0,0,0.396551724,0.189655172,0,0.827586207,0.017241379,0,0.431034483,0,0,0.24137931,0.379310345,0.5,0.810344828,0.103448276,0.086206897
14,0.353535354,0.323232323,0.070707071,0.090909091,0.04040404,0.060606061,0.070707071,1,0,0.070707071,0.121212121,0.121212121,0.121212121,0.212121212,0.535353535,0.131313131,0.444444444,0.313131313,0.313131313
15,0.511415525,0.639269406,0.105022831,0,0.333333333,0.310502283,0.02283105,1,0.068493151,0.02283105,0.237442922,0.205479452,0.01826484,0.168949772,0.292237443,0.922374429,0.570776256,0.146118721,0.01369863
16,0.409574468,0.436170213,0.308510638,0.212765957,0.526595745,0.510638298,0.026595745,1,0.404255319,0.132978723,0.079787234,0.117021277,0,0.281914894,0.25,0.319148936,0.643617021,0.218085106,0.005319149
17,0.786206897,0.731034483,0.217241379,0.131034483,0.35862069,0.651724138,0,1,0.35862069,0.017241379,0.048275862,0.106896552,0.04137931,0.168965517,0.103448276,0.444827586,0.55862069,0.2,0.113793103
18,0.692227979,0.486010363,0.095336788,0.080829016,0.430051813,0.643523316,0.010362694,1,0.158549223,0.003108808,0,0.107772021,0.013471503,0.262176166,0.135751295,0.372020725,0.696373057,0.044559585,0.031088083
19,0.759398496,0.966165414,0.947368421,0.729323308,0.187969925,0.977443609,0.812030075,0.492481203,0.932330827,0.890977444,0,0.815789474,0.860902256,1,0.669172932,0.447368421,0.191729323,0.845864662,0.778195489
20,0.020952381,0.472380952,0.72952381,1,0.756190476,0.112380952,0.034285714,0.592380952,0.426666667,0.00952381,0.053333333,0.08952381,0.740952381,0.076190476,0.396190476,0.099047619,0.013333333,0.041904762,0
21,0.987252125,1,0.245042493,0.240793201,0.597733711,0.260623229,0.083569405,0.19121813,0.203966006,0.092067989,0,0.35694051,0.087818697,0.145892351,0.263456091,0.502832861,0.633144476,0.123229462,0.111898017
22,0.952380952,0.222222222,0.857142857,0.888888889,0.238095238,0.476190476,0.650793651,0.238095238,0,1,0.793650794,0.507936508,1,0.666666667,0.126984127,0.26984127,0.952380952,0.73015873,0.968253968
23,0.309090909,0.167272727,0.152727273,0.032727273,0.232727273,0.512727273,0.014545455,1,0.218181818,0.192727273,0.054545455,0.003636364,0,0.421818182,0.101818182,0.287272727,0.538181818,0.087272727,0.032727273
24,1,0.595,0.06,0.06,0.84,0.535,0,0.75,0.295,0,0.07,0.22,0.015,0.265,0.525,0.445,0.61,0.135,0
25,1,0.896,0.184,0.184,0.112,0.288,0,0.848,0.216,0,0,0.216,0,0.128,0.072,0.568,0.272,0.288,0
26,0.317073171,0.024390244,0.073170732,0.097560976,0.292682927,0.658536585,0.073170732,0.463414634,0.073170732,0.073170732,0.195121951,0.097560976,0.073170732,0.195121951,0.12195122,0,1,0.097560976,0.073170732
27,0.7239819,1,0.28959276,0.484162896,0.633484163,0.149321267,0.045248869,0.900452489,0.28959276,0.067873303,0,0.090497738,0.321266968,0.131221719,0.619909502,0.407239819,0.21719457,0.2760181,0.253393665
28,0.690340909,0.545454545,0.028409091,0.008522727,0.076704545,0.366477273,0.002840909,1,0.110795455,0.008522727,0,0.142045455,0.034090909,0.105113636,0.056818182,0.596590909,0.409090909,0.329545455,0.139204545
29,0.532871972,0.401384083,0,0.031141869,0.117647059,0.256055363,0.031141869,1,0.051903114,0.020761246,0.031141869,0.083044983,0.006920415,0.14532872,0.121107266,0.328719723,0.346020761,0.467128028,0.200692042
30,1,0.78680203,0.187817259,0.116751269,0.187817259,0.299492386,0,0.319796954,0.162436548,0,0.005076142,0.365482234,0,0.045685279,0.091370558,0.654822335,0.157360406,0.045685279,0
31,0.969387755,0.765306122,0.255102041,0.397959184,1,0.071428571,0.091836735,0.56122449,0.387755102,0,0.06122449,0,0.37755102,0.091836735,0.653061224,0.37755102,0.765306122,0.091836735,0
32,0.453703704,0.268518519,0.009259259,0.083333333,0.773148148,0.458333333,0.023148148,1,0.185185185,0,0.032407407,0,0.046296296,0.12962963,0.546296296,0.125,0.541666667,0.032407407,0.00462963
33,0.146137787,0.096033403,0.054279749,0.075156576,0.521920668,0.254697286,0,1,0.037578288,0.037578288,0.029227557,0.002087683,0.06263048,0.068893528,0.507306889,0.081419624,0.221294363,0.091858038,0.010438413
34,1,0.574766355,0.177570093,0.060747664,0.373831776,0.271028037,0.046728972,0.285046729,0.191588785,0.060747664,0.177570093,0.08411215,0.060747664,0.102803738,0.191588785,0.317757009,0.556074766,0,0.088785047
35,0.410714286,0.571428571,0.071428571,0.232142857,0.875,0.625,0.053571429,1,0.232142857,0.053571429,0.053571429,0.232142857,0.071428571,0.214285714,0.571428571,0.071428571,0.625,0,0.160714286
36,0.617021277,0.85106383,0.787234043,0.553191489,0,0.765957447,0.787234043,0.340425532,0.595744681,0.872340426,0.808510638,0.787234043,0.680851064,1,0.340425532,0.595744681,0.957446809,0.85106383,0.723404255
37,0.551020408,0.653061224,0.020408163,0.12244898,0.897959184,0.795918367,0,0.897959184,0.12244898,0,0.183673469,0.183673469,0.12244898,0,0.040816327,0.489795918,1,0.102040816,0.102040816
38,0.388235294,0.258823529,0.223529412,0.258823529,0.858823529,0.364705882,0.223529412,1,0.247058824,0.117647059,0.011764706,0.2,0.223529412,0.341176471,0.576470588,0,0.658823529,0.435294118,0.082352941
39,0.879581152,0.753926702,0.272251309,0.183246073,0.732984293,0.863874346,0,1,0.335078534,0.031413613,0.465968586,0.02617801,0.12565445,0.167539267,0.178010471,0.54973822,0.706806283,0.02617801,0.02617801
40,0.24742268,0.233676976,0.099656357,0.243986254,0.501718213,0.226804124,0.003436426,1,0.16838488,0.003436426,0,0.068728522,0.068728522,0.068728522,0.285223368,0.041237113,0.233676976,0.054982818,0.10652921
41,0.00255102,0.068877551,0.204081633,0.135204082,0.678571429,0.428571429,0.066326531,1,0.091836735,0.12244898,0.117346939,0.015306122,0.099489796,0.204081633,0.43877551,0,0.387755102,0.114795918,0.117346939
42,0.44,0.295172414,0.026206897,0.005517241,0.762758621,0.382068966,0.017931034,1,0.093793103,0,0.015172414,0.011034483,0.034482759,0.172413793,0.428965517,0.113103448,0.52137931,0.114482759,0.068965517
43,0.625,0.83974359,0.375,0.897435897,1,0.307692308,0,0.903846154,0.46474359,0,0.118589744,0.086538462,0.346153846,0.08974359,0.567307692,0.368589744,0.580128205,0.048076923,0.048076923
44,1,0.910447761,0.074626866,0,0.955223881,0.373134328,0.074626866,0.671641791,0,0.074626866,0,0.074626866,0.089552239,0.089552239,0.373134328,0.268656716,0.507462687,0.074626866,0.074626866
45,0.645707376,0.605804111,0.252720677,0.290205562,1,0.356711004,0.006045949,0.753325272,0.218863362,0,0.099153567,0.066505441,0.201934704,0.134220073,0.390568319,0.351874244,0.521160822,0.113663845,0.013301088
46,0.953488372,0.802325581,0.418604651,0.418604651,0.651162791,0.697674419,0,0.872093023,0.26744186,0,0.162790698,0.209302326,0.313953488,0.220930233,0.488372093,0.406976744,1,0.220930233,0.220930233
47,0.169421488,0.194214876,0.161157025,0.173553719,0,0.334710744,0.223140496,1,0.132231405,0.161157025,0.095041322,0.17768595,0.181818182,0.152892562,0.231404959,0.17768595,0.194214876,0.223140496,0.173553719
48,1,0.598214286,0.232142857,0.232142857,0.410714286,0.107142857,0,0.357142857,0.3125,0,0.169642857,0.107142857,0.107142857,0.125,0.178571429,0.910714286,0.651785714,0,0
49,0.703125,0.375,0.3125,0.421875,0.390625,0.265625,0,1,0,0,0.1875,0.296875,0,0.1875,0.078125,0.890625,0.375,0.375,0
50,0,0.037037037,0.288065844,0.061728395,0.082304527,0.534979424,0.489711934,1,0.456790123,0.423868313,0.366255144,0.152263374,0.353909465,0.555555556,0.436213992,0.234567901,0.469135802,0.526748971,0.440329218
51,0.372058824,0.333823529,0.013235294,0.05,1,0.317647059,0.008823529,0.911764706,0.247058824,0.007352941,0.291176471,0,0.052941176,0.110294118,0.470588235,0.355882353,0.345588235,0.080882353,0.025
52,1,0.550863724,0.184261036,0.170825336,0.451055662,0.518234165,0.040307102,0.821497121,0.151631478,0,0.07293666,0.214971209,0.044145873,0.176583493,0.226487524,0.381957774,0.715930902,0.149712092,0.019193858
53,0.4,0.1,0,0,0.6,0.2,0,1,0,0.1,0.1,0,0.2,0.1,0.6,0.2,0.3,0.1,0
54,0.130434783,0.260869565,0.130434783,0.043478261,0.391304348,0.52173913,0,1,0.130434783,0,0.217391304,0.086956522,0.086956522,0.130434783,0.434782609,0.173913043,0.608695652,0.304347826,0.043478261
55,0.467889908,0.394495413,0.330275229,0.302752294,0.348623853,1,0.412844037,0.486238532,0.266055046,0.412844037,0.412844037,0.412844037,0.330275229,0.467889908,0,0.256880734,0.844036697,0.376146789,0.412844037
56,0.898876404,0.629213483,0.101123596,0.112359551,0.853932584,0.460674157,0,0.91011236,0.078651685,0,0.123595506,0.101123596,0.101123596,0.112359551,0.269662921,0.325842697,1,0.213483146,0
57,0.585766423,0.587591241,0.233576642,0.178832117,0.961678832,0.350364964,0,1,0.23540146,0.124087591,0,0.020072993,0.187956204,0.25,0.465328467,0.266423358,0.370437956,0.337591241,0.120437956
58,0.452755906,0.291338583,0.224409449,0.283464567,0.771653543,0.25984252,0.019685039,1,0.236220472,0.019685039,0,0.094488189,0.25984252,0.18503937,0.61023622,0.169291339,0.665354331,0.133858268,0.047244094
59,0.373626374,0.18021978,0.006593407,0.006593407,0.254945055,0.232967033,0.030769231,1,0.035164835,0.101098901,0.098901099,0.01978022,0,0.276923077,0.325274725,0.125274725,0.58021978,0.432967033,0
60,0.211267606,0.253521127,0.084507042,0.183098592,0.084507042,0.422535211,0,1,0.028169014,0,0,0.126760563,0.084507042,0.084507042,0.183098592,0,0.253521127,0.211267606,0
61,0.471153846,0.240384615,0,0,0.144230769,0.721153846,0,1,0.230769231,0,0.240384615,0,0,0.317307692,0.057692308,0.336538462,0.817307692,0.163461538,0.173076923
62,0.937641723,0.724489796,0.040816327,0.097505669,0.463718821,0.490929705,0,1,0.368480726,0.007936508,0.121315193,0.302721088,0.01814059,0.286848073,0.215419501,0.638321995,0.731292517,0.121315193,0.03968254
63,0.816091954,0.625287356,0.44137931,0.27816092,1,0.526436782,0.091954023,0.731034483,0.282758621,0.064367816,0.020689655,0.110344828,0.12183908,0.211494253,0.216091954,0.342528736,0.487356322,0.094252874,0
64,0.393772894,0.366300366,0.122710623,0.177655678,0.705128205,0.376373626,0.015567766,1,0.249084249,0,0.184981685,0.010989011,0.092490842,0.174908425,0.358058608,0.152930403,0.454212454,0.141025641,0.025641026
65,0.532846715,0.211678832,0,0,0.138686131,0.459854015,0,1,0.102189781,0,0,0.277372263,0,0.262773723,0.080291971,0.343065693,0.467153285,0.189781022,0
66,0.517281106,0.369815668,0.105990783,0.107142857,0.816820276,0.352534562,0,1,0.248847926,0.039170507,0.140552995,0.010368664,0.041474654,0.169354839,0.415898618,0.224654378,0.455069124,0.105990783,0.082949309
67,1,0.417391304,0.2,0.2,0.930434783,0.504347826,0,0.582608696,0.069565217,0,0,0.043478261,0,0.052173913,0.156521739,0.408695652,0.460869565,0.165217391,0.069565217
68,1,0.810289389,0.185423365,0.150053591,0.949624866,0.355841372,0.132904609,0.966773848,0.312968917,0,0.027867095,0.257234727,0.052518757,0.116827438,0.704180064,0.374062165,0.635584137,0.109324759,0.046087889
69,1,0.62295082,0,0,0.56557377,0.418032787,0,0.975409836,0.073770492,0.040983607,0.213114754,0,0,0.303278689,0.196721311,0.893442623,0.598360656,0.081967213,0.295081967
70,0.04719764,0.15339233,0.014749263,0.088495575,0.294985251,0.132743363,0.041297935,1,0.088495575,0,0.020648968,0.014749263,0,0.029498525,0.283185841,0.10619469,0.008849558,0.091445428,0.014749263
71,1,0.731182796,0.096774194,0.225806452,0.301075269,0.096774194,0,0.139784946,0.215053763,0,0,0,0.010752688,0.064516129,0.333333333,0.290322581,0.634408602,0.053763441,0
72,0.848214286,0.517857143,0,0,0.348214286,0.5,0,1,0,0,0.169642857,0.107142857,0,0.232142857,0.392857143,0.535714286,0.732142857,0.232142857,0.044642857
73,1,0.792553191,0.178191489,0.167553191,0.994680851,0.380319149,0,0.843085106,0.247340426,0,0.055851064,0.356382979,0.018617021,0.207446809,0.236702128,0.470744681,0.5,0.109042553,0.042553191
74,0.076210093,0.064881565,0,0,0.178166838,0.224510814,0.009268795,1,0.043254377,0.032955716,0.040164779,0,0.005149331,0.10092688,0.173017508,0.039134912,0.29969104,0.064881565,0.027806385
75,0.986111111,1,0.486111111,0.486111111,0.555555556,0.305555556,0.083333333,0.402777778,0.402777778,0.083333333,0.25,0.180555556,0.347222222,0.25,0.375,0.402777778,0.736111111,0,0.277777778
76,0.682403433,0.326180258,0.103004292,0,0.369098712,1,0.454935622,0.836909871,0.227467811,0.442060086,0.746781116,0.472103004,0.30472103,0.669527897,0.248927039,0.635193133,0.995708155,0.497854077,0.446351931
77,1,0.96350365,0.138686131,0.138686131,0.175182482,0.182481752,0.072992701,0.211678832,0.372262774,0.072992701,0.072992701,0.364963504,0.072992701,0,0.109489051,0.489051095,0.116788321,0.072992701,0.072992701
78,1,0.37037037,0.012345679,0.024691358,0.62962963,0.407407407,0.061728395,0.111111111,0.024691358,0.061728395,0.012345679,0.185185185,0,0,0.283950617,0.320987654,0.543209877,0.098765432,0.024691358
79,1,0.517241379,0,0,0.336206897,0.362068966,0.163793103,0.478448276,0.086206897,0.038793103,0.146551724,0,0.120689655,0.060344828,0.129310345,0.387931034,0.581896552,0.129310345,0
80,0.679945055,0.262362637,0.006868132,0.020604396,0.06456044,0.396978022,0,0.587912088,0.114010989,0.006868132,0.355769231,0.200549451,0,0.340659341,0.035714286,0.43543956,1,0.043956044,0
81,0.537037037,0.277777778,0.407407407,0.407407407,0,0.5,0.518518519,0.592592593,0.388888889,0.518518519,0.518518519,0.481481481,0.407407407,0.703703704,0.425925926,1,0.814814815,0.5,0.518518519
82,1,0.518421053,0.073684211,0,0.894736842,0.418421053,0.036842105,0.323684211,0.171052632,0.015789474,0.123684211,0.044736842,0.068421053,0.092105263,0.260526316,0.344736842,0.418421053,0.115789474,0.107894737
83,0.191011236,0.25093633,0.142322097,0.093632959,0.123595506,0.172284644,0.026217228,1,0.138576779,0.037453184,0,0.198501873,0.119850187,0.142322097,0.314606742,0.280898876,0.187265918,0.284644195,0.003745318
84,0.136546185,0.105756359,0,0.052208835,0.459170013,0.170013387,0.018741633,1,0.066934404,0.012048193,0.044176707,0.009370817,0.089692102,0.092369478,0.469879518,0.042838019,0.204819277,0.143239625,0.050870147
85,0,0.116788321,0.051094891,0.116788321,0.153284672,0.02919708,0.051094891,1,0.116788321,0.051094891,0.051094891,0.051094891,0.051094891,0.131386861,0.270072993,0.00729927,0.058394161,0.131386861,0.051094891
86,1,0.948905109,0.452554745,0.416058394,0.540145985,0.357664234,0,0.941605839,0.627737226,0,0.072992701,0.226277372,0.072992701,0.262773723,0.547445255,0.576642336,0.613138686,0.072992701,0.03649635
87,0.056603774,0.433962264,0.358490566,0.396226415,1,0,0,0.962264151,0.58490566,0,0.113207547,0,0.094339623,0.094339623,0.226415094,0.471698113,0.20754717,0,0
88,0.580487805,0.336585366,0.087804878,0,0.195121951,0.687804878,0.087804878,1,0.27804878,0.087804878,0.170731707,0.2,0.087804878,0.380487805,0.131707317,0.229268293,0.726829268,0.204878049,0.136585366
89,0.104532164,0.196637427,0.334795322,0.331140351,1,0.073099415,0.020467836,0.204678363,0.119152047,0,0.147660819,0.032163743,0.016812865,0.041666667,0.109649123,0.060672515,0.060672515,0.027046784,0.020467836
90,0.077720207,0.082901554,0.005181347,0.031088083,0.590673575,0.170984456,0.124352332,1,0.031088083,0,0.025906736,0,0.098445596,0.025906736,0.569948187,0.103626943,0.155440415,0.025906736,0
91,0.983122363,0.654008439,0.232067511,0.099859353,0.372714487,0.430379747,0.025316456,0.642756681,0.389592124,0,0.566807314,0.032348805,0.032348805,0.250351617,0.078762307,0.637130802,1,0.0604782,0.075949367
92,0.244897959,0.734693878,0.306122449,0.816326531,1,0.020408163,0,0.897959184,0.571428571,0,0.265306122,0.142857143,0.428571429,0.102040816,0.530612245,0.224489796,0.183673469,0.244897959,0
93,0.895061728,1,0.049382716,0.274691358,0.604938272,0.160493827,0,0.561728395,0.354938272,0,0.058641975,0.027777778,0.015432099,0.043209877,0.453703704,0.475308642,0.438271605,0.111111111,0.061728395
94,0.626865672,0.835820896,0.417910448,0.597014925,0.23880597,0.552238806,0.268656716,1,0.298507463,0.268656716,0.179104478,0.417910448,0.417910448,0.373134328,0,0.582089552,0.820895522,0.507462687,0.373134328
95,0.817961165,0.63592233,0.094660194,0.07038835,0.640776699,0.473300971,0.033980583,1,0.133495146,0.036407767,0.033980583,0.053398058,0.026699029,0.174757282,0.400485437,0.854368932,0.601941748,0.058252427,0
96,1,0.721212121,0.109090909,0.175757576,0.581818182,0.593939394,0,0.896969697,0.16969697,0.054545455,0.121212121,0.054545455,0.060606061,0.284848485,0.212121212,0.412121212,0.696969697,0.151515152,0.03030303
97,1,0.682539683,0.111111111,0.150793651,0.388888889,0.333333333,0,0.444444444,0.142857143,0,0.071428571,0.03968254,0,0,0.261904762,0.373015873,0.626984127,0.126984127,0
98,0.56,0.68,0.56,0.502857143,1,0.205714286,0,0.925714286,0.291428571,0,0.382857143,0.148571429,0.165714286,0.211428571,0.411428571,0.531428571,0.422857143,0.131428571,0
99,0.754237288,0.381355932,0.076271186,0.076271186,0.872881356,0.661016949,0,1,0,0,0.059322034,0.076271186,0.076271186,0.093220339,0.661016949,0.016949153,0.889830508,0.050847458,0.161016949
100,0.313953488,0.218604651,0.030232558,0.086046512,0.948837209,0.169767442,0.01627907,0.862790698,0.127906977,0.01627907,0,0.03255814,0.165116279,0.060465116,1,0.069767442,0.172093023,0.086046512,0.088372093
101,0.2734375,0.1640625,0.1171875,0.078125,0.4765625,0.2734375,0,1,0.0859375,0,0.1328125,0.0390625,0.078125,0.1953125,0.046875,0.2421875,0.328125,0,0
102,0.52173913,0.31884058,0.144927536,0.231884058,1,0.492753623,0,0.855072464,0,0,0.086956522,0.086956522,0.144927536,0.15942029,0.434782609,0.028985507,0.811594203,0.15942029,0.188405797
103,0.316973415,0.337423313,0.197341513,0.31390593,0.676891616,0.416155419,0,1,0.258691207,0.026584867,0.04601227,0.042944785,0.117586912,0.110429448,0.238241309,0.107361963,0.326175869,0.063394683,0.049079755
104,0.139767055,0.419301165,0.319467554,0.382695507,1,0.08985025,0.009983361,0.40266223,0.296173045,0.021630616,0,0.113144759,0.281198003,0.049916805,0.632279534,0.114808652,0.101497504,0.039933444,0.011647255
105,0.361553785,0.312749004,0.309760956,0.151394422,0.609063745,0.375,0.057768924,1,0.193227092,0,0.061752988,0.060258964,0.014940239,0.192231076,0.294820717,0.210159363,0.37001992,0.102589641,0.000498008
106,0.692307692,1,0.071005917,0.159763314,0.272189349,0.106508876,0,0.349112426,0.828402367,0,0.035502959,0.526627219,0,0.165680473,0.053254438,0.165680473,0.218934911,0,0
107,0.386138614,0.524752475,0.04950495,0.148514851,0.485148515,0.267326733,0,1,0.198019802,0,0.04950495,0.089108911,0,0.04950495,0.287128713,0.128712871,0.326732673,0.188118812,0.188118812
108,0.135036496,0.193430657,0.032846715,0.065693431,0.565693431,0.145985401,0.010948905,1,0.018248175,0.010948905,0,0.01459854,0.04379562,0.127737226,0.708029197,0.291970803,0.200729927,0.032846715,0.04379562
109,0.288343558,0.055214724,0.030674847,0.061349693,0.349693252,0.447852761,0,1,0.024539877,0,0.049079755,0.006134969,0.055214724,0.073619632,0.36196319,0.049079755,0.490797546,0.153374233,0.079754601
110,0.272727273,0.174825175,0.041958042,0,0.601398601,0.496503497,0.104895105,1,0.041958042,0.041958042,0.013986014,0.041958042,0.041958042,0.167832168,0.27972028,0.034965035,0.412587413,0.237762238,0.041958042
111,0.352765321,0.254857997,0.150971599,0.173393124,1,0.291479821,0.164424514,0.316143498,0.173393124,0.078475336,0,0.094917788,0.124813154,0.08819133,0.256352765,0.098654709,0.117339312,0.098654709,0.085949178
112,1,0.69047619,0.196428571,0.148809524,0.089285714,0.482142857,0.125,0.607142857,0.25,0.125,0.196428571,0.386904762,0.142857143,0.345238095,0,0.744047619,0.601190476,0.226190476,0.154761905
113,0.030612245,0.084183673,0.038265306,0.132653061,0.525510204,0.173469388,0,1,0.084183673,0.035714286,0.053571429,0,0.073979592,0.163265306,0.859693878,0.020408163,0.234693878,0.094387755,0
114,0.603773585,1,0.20754717,0.301886792,0.735849057,0.320754717,0.075471698,0.58490566,0.58490566,0.075471698,0.264150943,0.339622642,0.132075472,0,0.169811321,0.490566038,0.396226415,0.075471698,0.075471698
115,0.902564103,0.712820513,0.312820513,0.338461538,1,0.256410256,0,0.605128205,0.179487179,0.025641026,0.430769231,0.051282051,0.230769231,0.302564103,0.030769231,0.446153846,0.723076923,0.2,0.441025641
116,1,0.565891473,0.124031008,0.124031008,0.713178295,0.201550388,0.054263566,0.472868217,0.186046512,0.054263566,0.131782946,0,0.294573643,0.217054264,0.852713178,0.387596899,0.581395349,0.11627907,0.108527132
117,0.318627451,0.284313725,0.264705882,0.37745098,0.700980392,0.240196078,0,1,0.205882353,0,0.102941176,0.073529412,0.259803922,0.068627451,0.553921569,0.137254902,0.426470588,0.200980392,0.102941176
118,0.181818182,0.116883117,0.025974026,0.025974026,0.25974026,0.558441558,0.025974026,1,0.025974026,0.025974026,0.038961039,0.025974026,0.025974026,0.103896104,0,0.090909091,0.363636364,0.155844156,0.090909091
119,1,0.742115028,0.32096475,0.254174397,0.686456401,0.536178108,0.024118738,0.99257885,0.241187384,0,0.046382189,0.231910946,0.00742115,0.115027829,0.19851577,0.339517625,0.690166976,0.139146568,0.024118738
120,0.8,1,0.1,0.166666667,0.633333333,0.633333333,0.033333333,0.8,0,0.033333333,0.066666667,0.033333333,0,0.1,0.233333333,0.566666667,0.5,0.033333333,0.033333333
121,0.479452055,0.178082192,0.123287671,0.123287671,0.534246575,0.671232877,0.054794521,1,0,0.04109589,0.068493151,0.068493151,0.054794521,0.068493151,0.657534247,0.095890411,0.643835616,0.219178082,0.150684932
122,0.784615385,0.635502959,0.191715976,0.15147929,0.984615385,0.523076923,0.00591716,1,0.282840237,0,0.307692308,0.137278107,0.029585799,0.231952663,0.202366864,0.644970414,0.728994083,0.082840237,0.057988166
123,0.647727273,0.363636364,0.085227273,0.068181818,0.130681818,0.551136364,0,1,0.119318182,0,0.028409091,0.204545455,0,0.329545455,0.073863636,0.477272727,0.926136364,0.096590909,0.039772727
124,0.240506329,0.449367089,0.227848101,0.215189873,0.613924051,0.481012658,0.03164557,1,0.082278481,0.063291139,0,0.03164557,0.03164557,0.196202532,0.303797468,0.208860759,0.405063291,0.107594937,0.03164557
125,0.551071879,0.326607818,0.161412358,0.088272383,0.863808323,0.312736444,0,1,0.233291299,0.017654477,0.14627995,0.097099622,0.036569987,0.176544767,0.363177806,0.467843632,0.514501892,0.055485498,0.023959647
126,0.777777778,0.555555556,0.388888889,0.351851852,0.314814815,0.518518519,0.111111111,1,0.314814815,0.111111111,0,0.462962963,0.388888889,0.277777778,0.648148148,0.074074074,1,0.314814815,0.203703704
127,0.515151515,0.090909091,0.090909091,0,1,0.515151515,0.363636364,0.666666667,0.181818182,0.636363636,0.151515152,0.363636364,0.515151515,0.727272727,0.363636364,0.151515152,0.303030303,0.636363636,0.515151515
128,0.794871795,0.717948718,0,0,0.948717949,0.5,0,0.91025641,0.128205128,0.192307692,0.192307692,0,0.346153846,0.679487179,1,0.243589744,0.743589744,0.115384615,0
129,1,0.841145833,0.3125,0.223958333,0.450520833,0.192708333,0,0.489583333,0.416666667,0.018229167,0.0546875,0.098958333,0.122395833,0.091145833,0.34375,0.513020833,0.4140625,0.125,0
130,0.587301587,0.396825397,0.015873016,0.095238095,0.571428571,0.46031746,0.095238095,1,0.158730159,0.095238095,0.174603175,0.126984127,0,0.095238095,0.142857143,0.285714286,0.634920635,0.317460317,0.111111111
131,0.365079365,0.341269841,0.047619048,0.023809524,0.246031746,0.777777778,0.031746032,1,0.126984127,0.063492063,0.063492063,0.182539683,0.023809524,0.293650794,0.150793651,0.206349206,0.626984127,0.126984127,0
132,0.129746835,0.041139241,0.07278481,0.063291139,0.325949367,0.370253165,0.009493671,1,0.259493671,0.066455696,0.025316456,0.098101266,0.246835443,0.180379747,0.553797468,0.075949367,0.360759494,0.063291139,0
133,0,0.041666667,0.291666667,0.291666667,0.625,0.083333333,0.25,0.833333333,0.291666667,0.25,0.166666667,0.291666667,0.291666667,0.708333333,0.583333333,0.583333333,1,0.708333333,0.125
134,0.844827586,0.551724138,0.224137931,0.224137931,0.224137931,0.551724138,0,1,0.189655172,0,0.25862069,0.172413793,0.206896552,0.103448276,0.24137931,0.310344828,0.689655172,0.24137931,0.25862069
135,0.664399093,0.489795918,0.079365079,0.167800454,1,0.405895692,0.031746032,0.784580499,0.462585034,0.002267574,0.213151927,0,0.111111111,0.217687075,0.278911565,0.392290249,0.684807256,0.081632653,0.034013605
