,movieId,userId,rating
392,5,111,3.5
393,5,117,3
394,5,120,4
395,5,121,3
396,5,147,4.5
397,5,150,3
398,5,169,5
399,5,170,3
400,5,181,3
401,5,200,4
402,5,229,3
403,5,269,3
404,5,270,3
405,5,276,3
406,5,288,2
407,5,321,3
408,5,337,4
409,5,353,3
410,5,389,4
411,5,402,3
412,5,414,2
413,5,437,2
414,5,448,3
415,5,451,3
416,5,456,3
417,5,458,3
418,5,470,3
419,5,474,1.5
420,5,489,2
421,5,490,0.5
422,5,492,3
423,5,501,3
424,5,509,1.5
425,5,521,3
426,5,561,3
427,5,590,2
428,5,600,2.5
429,5,604,3
430,6,1,4
431,6,6,4
432,6,11,5
433,6,18,4
434,6,23,4
435,6,24,4.5
436,6,28,3.5
437,6,32,3
438,6,44,3
439,6,45,4
440,6,57,3
441,6,62,4.5
442,6,64,4.5
443,6,68,4
444,6,79,4
445,6,82,3.5
446,6,84,4
447,6,91,5
448,6,102,3
449,6,105,4
450,6,109,3
451,6,112,4.5
452,6,117,3
453,6,121,5
454,6,140,5
455,6,150,4
456,6,160,2
457,6,166,3.5
458,6,181,3
459,6,182,4.5
460,6,191,4
461,6,195,4
462,6,199,4
463,6,202,5
464,6,217,2
465,6,219,3.5
466,6,220,3.5
467,6,239,5
468,6,244,5
469,6,266,4
470,6,269,5
471,6,270,3
472,6,274,4
473,6,282,4
474,6,286,4.5
475,6,294,3
476,6,297,5
477,6,305,3.5
478,6,308,1
479,6,312,4
480,6,313,3
481,6,314,3
482,6,317,5
483,6,318,4
484,6,325,4
485,6,336,4
486,6,337,5
487,6,339,4
488,6,353,4
489,6,362,4
490,6,368,4
491,6,372,5
492,6,373,5
493,6,380,5
494,6,385,3
495,6,386,3
496,6,389,5
497,6,391,4
498,6,400,5
499,6,414,3
500,6,425,4
501,6,434,4
502,6,437,5
503,6,438,5
504,6,444,4
505,6,451,4
506,6,469,3
507,6,470,3
508,6,474,3
509,6,480,4
510,6,486,5
511,6,493,4
512,6,501,3
513,6,521,4
514,6,524,4
515,6,532,5
516,6,553,5
517,6,559,5
518,6,561,4
519,6,573,4.5
520,6,577,4
521,6,580,4
522,6,588,5
523,6,590,3.5
524,6,592,3
525,6,597,3
526,6,599,4.5
527,6,602,3
528,6,603,4
529,6,604,3
530,6,610,5
531,7,6,4
532,7,14,3
533,7,19,2
534,7,31,4
535,7,32,4
536,7,33,1
537,7,42,3
538,7,43,5
539,7,45,3
540,7,51,4
541,7,58,5
542,7,68,2
543,7,71,3
544,7,84,3
545,7,90,4
546,7,95,3
547,7,117,4
548,7,150,3
549,7,169,4.5
550,7,177,1
551,7,179,3
552,7,181,3
553,7,188,4
554,7,199,3
555,7,206,4
556,7,257,1
557,7,262,3
558,7,270,3
559,7,276,4
560,7,280,4.5
561,7,286,3.5
562,7,304,4
563,7,314,4
564,7,337,3
565,7,350,3
566,7,411,3
567,7,414,3
568,7,451,3
569,7,470,3
570,7,474,3
571,7,489,4
572,7,492,3
573,7,498,4
574,7,501,4
575,7,510,1
576,7,513,3
577,7,521,3
578,7,529,2
579,7,541,4
580,7,566,4
581,7,597,1
582,7,599,2.5
583,7,600,3.5
584,7,606,2.5
585,8,6,3
586,8,20,1
587,8,43,5
588,8,274,3
589,8,372,2
590,8,414,3
591,8,436,3
592,8,501,3
593,9,151,4
594,9,179,3
595,9,217,3
596,9,269,2
597,9,270,3
598,9,337,5
599,9,353,3
600,9,364,3
601,9,389,3
602,9,402,3
603,9,428,2
604,9,437,3
605,9,456,4
606,9,464,2.5
607,9,492,5
608,9,599,1.5
609,10,6,3
610,10,8,2
611,10,11,3
612,10,19,2
613,10,21,5
614,10,26,3
615,10,31,4
616,10,34,5
617,10,42,5
618,10,43,4
619,10,46,3
620,10,56,4
621,10,57,3
622,10,59,3
623,10,63,3
624,10,68,4.5
625,10,81,1
626,10,82,3.5
627,10,84,3
628,10,91,3.5
629,10,93,4
630,10,94,3
631,10,99,4
632,10,104,3
633,10,117,3
634,10,119,4
635,10,136,5
636,10,144,3
637,10,160,1
638,10,166,4.5
639,10,170,3
640,10,173,3
641,10,174,3
642,10,176,5
643,10,178,4
644,10,181,2
645,10,182,3.5
646,10,186,4
647,10,192,5
648,10,195,4
649,10,200,4.5
650,10,202,4
651,10,208,2
652,10,217,4
653,10,219,4.5
654,10,220,4
655,10,226,4
656,10,229,4
657,10,232,3
658,10,235,2
659,10,240,3
660,10,243,5
661,10,244,5
662,10,248,3.5
663,10,262,2
664,10,274,4
665,10,282,3.5
666,10,284,4
667,10,288,3
668,10,294,3
669,10,301,4
670,10,304,4
671,10,307,2.5
672,10,313,4
673,10,314,3
674,10,322,4
675,10,331,3
676,10,334,3.5
677,10,340,4
678,10,347,4
679,10,349,4
680,10,353,3
681,10,354,3.5
682,10,361,3.5
683,10,368,3
684,10,372,3
685,10,376,4.5
686,10,380,5
687,10,385,3
688,10,386,3
689,10,387,3.5
690,10,391,3
691,10,395,3
692,10,408,4.5
693,10,411,3
694,10,414,3
695,10,419,3.5
696,10,425,3
697,10,434,3.5
698,10,438,4
699,10,441,4.5
700,10,446,3
701,10,447,3
702,10,448,4
703,10,452,4
704,10,453,2
705,10,458,4
706,10,462,3
707,10,469,2
708,10,470,3
709,10,476,3
710,10,480,4
711,10,483,2
712,10,485,4
713,10,486,4
714,10,489,2.5
715,10,498,3
716,10,501,4
717,10,517,0.5
718,10,520,4
719,10,522,4.5
720,10,524,4
721,10,531,4
722,10,534,4
723,10,541,4
724,10,557,4.5
725,10,559,3
726,10,566,3
727,10,569,4
728,10,570,3.5
729,10,573,4.5
730,10,580,3.5
731,10,584,5
732,10,588,3
733,10,590,3.5
734,10,592,3
735,10,597,3
736,10,599,3.5
737,10,602,3
738,10,608,4
739,10,609,4
740,11,6,4
741,11,8,4
742,11,33,2
743,11,35,4
744,11,38,5
745,11,42,5
746,11,45,3
747,11,56,4
748,11,57,3
749,11,68,4.5
750,11,84,4
751,11,89,2.5
752,11,94,3
753,11,100,4
754,11,107,5
755,11,109,4
756,11,113,3
757,11,117,4
758,11,121,4
759,11,140,4
760,11,156,3
761,11,169,4
762,11,174,5
763,11,177,3
764,11,181,5
765,11,199,4
766,11,201,4
767,11,202,4
768,11,235,4
769,11,239,5
770,11,290,4
771,11,304,5
772,11,314,5
773,11,322,4
774,11,345,2.5
775,11,347,4
776,11,353,4
777,11,357,3.5
778,11,372,4
779,11,373,2
780,11,387,2.5
781,11,404,4
782,11,410,3
783,11,411,4
784,11,414,5
785,11,438,4
786,11,446,4
787,11,455,4
788,11,469,3
789,11,474,2.5
790,11,476,3
791,11,489,1.5
792,11,500,1
793,11,501,3
794,11,514,4
795,11,530,4
796,11,541,4
797,11,566,5
798,11,570,3.5
799,11,579,3
800,11,587,4
801,11,590,3
802,11,594,5
803,11,597,3
804,11,599,2.5
805,11,602,3
806,11,606,2.5
807,11,607,3
808,12,19,1
809,12,44,1
810,12,120,3
811,12,151,3
812,12,217,3
813,12,273,1
814,12,274,3.5
815,12,276,4
816,12,288,2
817,12,294,1
818,12,337,3
819,12,350,3
820,12,351,5
821,12,380,4
822,12,448,2
823,12,492,3
824,12,524,1
825,12,571,1
826,12,599,1.5
827,13,6,3
828,13,19,3
829,13,20,4
830,13,288,2
831,13,304,4
832,13,328,3
833,13,476,3
834,13,509,3
835,14,84,4
836,14,90,5
837,14,109,4
838,14,182,4
839,14,206,4
840,14,270,5
841,14,302,4
842,14,337,3
843,14,372,4
844,14,385,3
845,14,437,3
846,14,470,4
847,14,474,3
848,14,492,3
849,14,521,4
850,14,544,3
851,14,602,5
852,14,604,4
853,15,6,4
854,15,19,2
855,15,93,4
856,15,136,5
857,15,284,4
858,15,314,2
859,15,414,2
860,15,501,1
861,15,541,3
862,15,559,3
863,15,592,4
864,15,599,1.5
865,15,606,3.5
866,16,6,4
867,16,18,4.5
868,16,28,2.5
869,16,42,5
870,16,61,4
871,16,64,5
872,16,68,3.5
873,16,88,4.5
874,16,91,4.5
875,16,100,4.5
876,16,103,5
877,16,105,4.5
878,16,109,4
879,16,111,4.5
880,16,112,4.5
881,16,121,5
882,16,136,5
883,16,162,5
884,16,177,3
885,16,181,3
886,16,182,5
887,16,187,4
888,16,191,4
889,16,195,4
890,16,201,4
891,16,226,4.5
892,16,239,4.5
893,16,240,3
894,16,257,3.5
895,16,261,4
896,16,266,5
897,16,274,4.5
898,16,282,4
899,16,287,2
900,16,289,4.5
901,16,298,4
902,16,303,2.5
903,16,305,4.5
904,16,307,4.5
905,16,310,1
906,16,311,2.5
907,16,312,4
908,16,317,5
909,16,330,3.5
910,16,332,3.5
911,16,337,4
912,16,339,4.5
913,16,357,3.5
914,16,362,4
915,16,368,4
916,16,372,4
917,16,373,4
918,16,380,3
919,16,385,3
920,16,386,4
921,16,405,4
922,16,413,5
923,16,414,3
924,16,427,4
925,16,437,5
926,16,444,4
927,16,446,3
928,16,448,5
929,16,453,3
930,16,462,3.5
931,16,464,4.5
932,16,474,4
933,16,480,4
934,16,482,2
935,16,483,4
936,16,501,3
937,16,510,1
938,16,514,3.5
939,16,553,5
940,16,580,4.5
941,16,585,5
942,16,588,4
943,16,599,3
944,16,602,3
945,16,603,4
946,16,608,4.5
947,16,610,4.5
948,17,6,4
949,17,31,3
950,17,33,4
951,17,38,3
952,17,40,5
953,17,54,3
954,17,68,3.5
955,17,71,1
956,17,84,5
957,17,90,5
958,17,100,4.5
959,17,112,0.5
960,17,117,3
961,17,132,3
962,17,144,4
963,17,156,4
964,17,162,5
965,17,166,4
966,17,173,4
967,17,182,4
968,17,191,5
969,17,198,3
970,17,206,5
971,17,214,3
972,17,227,3.5
973,17,246,5
974,17,262,3
975,17,263,5
976,17,266,1
977,17,270,4
978,17,275,5
979,17,288,3.5
980,17,301,4
981,17,302,5
982,17,304,3
983,17,314,4
984,17,323,3.5
985,17,337,4
986,17,346,4
987,17,350,2
988,17,357,5
989,17,389,4
990,17,404,4
991,17,412,5
992,17,414,4
993,17,437,4
994,17,445,3.5
995,17,446,5
996,17,451,5
997,17,474,5
998,17,488,5
999,17,489,4.5
1000,17,501,3
1001,17,509,3
1002,17,517,0.5
1003,17,566,5
1004,17,572,5
1005,17,579,5
1006,17,590,3.5
1007,17,594,4
1008,17,597,3
1009,17,599,3.5
1010,17,600,3.5
1011,17,603,3
1012,17,604,4
1013,17,606,4
1014,18,44,4
1015,18,66,4
1016,18,68,2
1017,18,95,3.5
1018,18,103,5
1019,18,109,3
1020,18,179,4
1021,18,256,5
1022,18,295,3.5
1023,18,307,3
1024,18,318,3
1025,18,380,4
1026,18,414,3
1027,18,483,4
1028,18,489,2
1029,18,501,5
1030,18,521,4
1031,18,599,3
1032,18,606,4
1033,19,6,2
1034,19,14,1
1035,19,19,2
1036,19,21,2.5
1037,19,40,2
1038,19,42,2
1039,19,45,4.5
1040,19,56,5
1041,19,58,1
1042,19,64,3.5
1043,19,66,3
1044,19,68,1.5
1045,19,91,2
1046,19,94,2
1047,19,100,1
1048,19,103,3.5
1049,19,112,4
1050,19,117,2
1051,19,121,2
1052,19,122,3.5
1053,19,136,3
1054,19,139,1
1055,19,141,2
1056,19,144,3
1057,19,156,3
1058,19,177,2
1059,19,179,3
1060,19,200,3.5
1061,19,217,1
1062,19,219,2.5
1063,19,222,3.5
1064,19,226,3.5
1065,19,229,3
1066,19,240,5
1067,19,249,3.5
1068,19,274,4
1069,19,276,4
1070,19,280,3
1071,19,284,4
1072,19,292,1.5
1073,19,294,2
1074,19,307,4
1075,19,308,1
1076,19,318,3.5
1077,19,321,3
1078,19,323,2.5
1079,19,325,2
1080,19,347,4
1081,19,353,4
1082,19,357,2
1083,19,369,4
1084,19,373,1
1085,19,376,2
1086,19,377,2
1087,19,379,2
1088,19,380,5
1089,19,381,2.5
1090,19,408,3.5
1091,19,428,1
1092,19,432,2
1093,19,438,3
1094,19,448,2
1095,19,470,3
1096,19,475,4
1097,19,477,3
1098,19,480,1.5
1099,19,483,3.5
1100,19,489,2
1101,19,495,4.5
1102,19,497,4
1103,19,509,4
1104,19,520,1
1105,19,524,3
1106,19,534,4
1107,19,541,2
1108,19,552,3.5
1109,19,555,3
1110,19,559,2
1111,19,565,3
1112,19,584,3
1113,19,590,2
1114,19,592,4
1115,19,599,3
1116,19,600,3
1117,19,602,2
1118,19,604,1
1119,19,606,2
1120,19,608,2
1121,20,78,3
1122,20,199,2
1123,20,217,2
1124,20,239,3.5
1125,20,249,3.5
1126,20,274,3.5
1127,20,326,3.5
1128,20,386,2
1129,20,448,3
1130,20,464,4
1131,20,501,1
1132,20,524,2
1133,20,588,2
1134,20,599,1.5
1135,21,4,3
1136,21,5,4
1137,21,6,2
1138,21,8,4
1139,21,28,3
1140,21,32,4
1141,21,33,4
1142,21,35,5
1143,21,38,3
1144,21,40,4
1145,21,42,4
1146,21,45,4
1147,21,54,3
1148,21,57,3
1149,21,58,4
1150,21,66,4
1151,21,84,4
1152,21,91,4
1153,21,94,3
1154,21,102,3
1155,21,112,2
1156,21,115,4
1157,21,117,4
1158,21,135,3
1159,21,140,4
1160,21,156,5
1161,21,181,2
1162,21,182,2.5
1163,21,191,4
1164,21,199,4
1165,21,216,3
1166,21,219,3.5
1167,21,229,4
1168,21,235,4
1169,21,239,4
1170,21,242,3
1171,21,262,3
1172,21,266,4
1173,21,273,5
1174,21,275,5
1175,21,284,3
1176,21,288,4
1177,21,294,3
1178,21,301,4
1179,21,302,4
1180,21,304,4
1181,21,307,2.5
1182,21,308,1
1183,21,314,3
1184,21,321,3
1185,21,356,3.5
1186,21,368,3
1187,21,372,3
1188,21,373,1
1189,21,379,2
1190,21,380,2
1191,21,385,5
1192,21,386,4
1193,21,404,3
1194,21,410,3
1195,21,411,4
1196,21,414,4
1197,21,438,3.5
1198,21,444,4
1199,21,446,3
1200,21,448,2
1201,21,453,3
1202,21,458,5
1203,21,462,4
1204,21,470,3
1205,21,474,4
1206,21,480,2.5
1207,21,486,4
1208,21,489,2.5
1209,21,501,3
1210,21,524,3
1211,21,555,4
1212,21,565,3
1213,21,566,4
1214,21,572,5
1215,21,587,4
1216,21,588,3
1217,21,592,3
1218,21,597,5
1219,21,602,4
1220,21,603,5
1221,21,608,3.5
1222,22,6,5
1223,22,42,5
1224,22,58,3
1225,22,64,3.5
1226,22,91,3.5
1227,22,99,4
1228,22,121,3
1229,22,140,3
1230,22,160,1
1231,22,181,3
1232,22,217,3
1233,22,226,2
1234,22,274,3.5
1235,22,297,2
1236,22,307,2
1237,22,314,3
1238,22,323,3
1239,22,325,3
1240,22,353,5
1241,22,368,3
1242,22,373,3
1243,22,386,3
1244,22,411,3
1245,22,414,3
1246,22,428,2.5
1247,22,429,4
1248,22,474,3
1249,22,489,3.5
1250,22,504,3.5
1251,22,514,3
1252,22,541,4
1253,22,580,4
1254,22,584,4
1255,22,588,3
1256,22,602,3
1257,22,604,3
1258,23,28,1.5
1259,23,43,5
1260,23,99,4
1261,23,136,5
1262,23,140,3
1263,23,182,3.5
1264,23,239,3.5
1265,23,274,3.5
1266,23,314,3
1267,23,414,2
1268,23,464,3
1269,23,483,3
1270,23,524,2
1271,23,599,1
1272,23,604,4
1273,24,6,4
1274,24,32,3
1275,24,71,2
1276,24,111,2.5
1277,24,181,3
1278,24,198,4
1279,24,201,4
1280,24,234,5
1281,24,263,3
1282,24,266,1
1283,24,274,3.5
1284,24,290,3
1285,24,307,2
1286,24,321,4
1287,24,337,5
1288,24,342,3
1289,24,414,3
1290,24,474,3
1291,24,477,4
1292,24,479,3
1293,24,483,2.5
1294,24,518,2.5
1295,24,555,5
1296,24,591,2
1297,24,592,4
1298,24,599,2.5
1299,24,600,2
1300,24,608,2
1301,25,6,3
1302,25,14,4
1303,25,31,2
1304,25,32,4
1305,25,33,3
1306,25,36,2.5
1307,25,64,3.5
1308,25,68,3.5
1309,25,84,5
1310,25,90,5
1311,25,91,2
1312,25,95,5
1313,25,108,4
1314,25,109,5
1315,25,112,2.5
1316,25,113,1
1317,25,118,2
1318,25,121,4
1319,25,144,3
1320,25,150,4
1321,25,156,4
1322,25,171,5
1323,25,178,4.5
1324,25,181,1
1325,25,182,4.5
1326,25,187,3
1327,25,191,5
1328,25,195,4
1329,25,198,4
1330,25,199,5
1331,25,201,5
1332,25,206,5
1333,25,214,2
1334,25,235,5
1335,25,262,3
1336,25,265,1
1337,25,269,5
1338,25,270,4
1339,25,275,3
1340,25,282,4
1341,25,290,4
1342,25,302,5
1343,25,305,3
1344,25,308,1
1345,25,330,4.5
1346,25,337,4
1347,25,353,4
1348,25,372,4
1349,25,373,5
1350,25,385,3
1351,25,386,2
1352,25,389,4
1353,25,391,5
1354,25,402,3
1355,25,405,4
1356,25,414,3
1357,25,432,4.5
1358,25,437,4
1359,25,446,3
1360,25,451,5
1361,25,462,3
1362,25,464,4
1363,25,474,3.5
1364,25,501,2
1365,25,521,5
1366,25,524,3
1367,25,552,3
1368,25,566,2
1369,25,570,4
1370,25,580,4
1371,25,588,3
1372,25,589,5
1373,25,602,4
1374,25,603,4
1375,25,604,3
1376,25,607,3
1377,26,6,4
1378,26,32,4
1379,26,40,4
1380,26,68,3
1381,26,117,4
1382,26,182,4
1383,26,262,3
1384,26,314,4
1385,26,470,3
1386,26,474,3.5
1387,26,483,4
1388,26,488,2.5
1389,26,599,2.5
1390,27,6,3
1391,27,280,4.5
1392,27,307,2.5
1393,27,337,5
1394,27,414,2
1395,27,458,5
1396,27,474,2
1397,27,501,3
1398,27,506,3
1399,28,33,5
1400,28,100,4.5
1401,28,246,4.5
1402,28,262,5
1403,28,474,4.5
1404,28,509,3.5
1405,28,594,4.5
1406,28,603,5
1407,28,605,4
1408,28,606,3.5
1409,29,23,4
1410,29,43,5
1411,29,66,4.5
1412,29,91,4
1413,29,95,5
1414,29,132,2
1415,29,171,5
1416,29,182,4
1417,29,187,4
1418,29,202,4
1419,29,221,4.5
1420,29,246,5
1421,29,253,4.5
1422,29,260,4
1423,29,267,4
1424,29,268,5
1425,29,274,4
1426,29,287,4.5
1427,29,295,5
1428,29,313,4
1429,29,318,3.5
1430,29,323,3.5
1431,29,325,4
1432,29,330,3
1433,29,387,3.5
1434,29,391,5
1435,29,440,4.5
1436,29,469,4
1437,29,474,3.5
1438,29,483,5
1439,29,521,3
1440,29,555,4
1441,29,576,3.5
1442,29,599,3.5
1443,29,600,4.5
1444,29,602,2
1445,29,603,2
1446,29,606,4.5
1447,30,325,4
1448,30,527,1
1449,30,603,4
1450,31,3,0.5
1451,31,6,3
1452,31,28,2.5
1453,31,40,4
1454,31,47,3
1455,31,58,4
1456,31,68,3.5
1457,31,84,3
1458,31,104,4
1459,31,109,3
1460,31,117,3
1461,31,131,3
1462,31,159,3.5
1463,31,162,4
1464,31,181,3
1465,31,203,3.5
1466,31,240,4
1467,31,282,4.5
1468,31,307,1.5
1469,31,314,3
1470,31,337,5
1471,31,362,4
1472,31,372,2
1473,31,387,2.5
1474,31,411,4
1475,31,414,3
1476,31,426,5
1477,31,437,4
1478,31,447,4
1479,31,464,4
1480,31,474,3
1481,31,479,3
1482,31,483,2
1483,31,518,1
1484,31,534,3.5
1485,31,561,2.5
1486,31,599,2
1487,31,608,3
1488,32,4,2
1489,32,6,4
1490,32,8,3
1491,32,14,4
1492,32,18,4
1493,32,19,4
1494,32,23,3.5
1495,32,24,3.5
1496,32,28,3.5
1497,32,32,4
1498,32,33,3
1499,32,39,3
1500,32,45,4.5
1501,32,46,4
1502,32,50,3
1503,32,54,3
1504,32,57,4
1505,32,58,5
1506,32,61,4.5
1507,32,63,3
1508,32,64,4
1509,32,66,5
1510,32,72,4.5
1511,32,78,3.5
1512,32,80,4
1513,32,81,5
1514,32,90,4
1515,32,91,4
1516,32,94,5
1517,32,95,4
1518,32,105,3.5
1519,32,109,4
1520,32,112,5
1521,32,115,5
1522,32,117,3
1523,32,120,3
1524,32,122,5
1525,32,132,3
1526,32,133,4
1527,32,144,4
1528,32,146,5
1529,32,149,4
1530,32,150,5
1531,32,160,5
1532,32,166,4
1533,32,171,5
1534,32,174,3
1535,32,179,4
1536,32,182,4
1537,32,191,5
1538,32,195,4
1539,32,198,5
1540,32,201,4
1541,32,202,4
1542,32,206,3
1543,32,219,3.5
1544,32,220,4.5
1545,32,221,5
1546,32,222,3
1547,32,226,4
1548,32,227,4.5
1549,32,235,4
1550,32,237,5
1551,32,239,5
1552,32,242,5
1553,32,247,3
1554,32,249,5
1555,32,254,4.5
1556,32,259,5
1557,32,264,1
1558,32,265,4
1559,32,266,4
1560,32,269,4
1561,32,270,4
1562,32,271,4
1563,32,273,5
1564,32,274,4
1565,32,275,5
1566,32,277,5
1567,32,282,4
1568,32,284,5
1569,32,288,5
1570,32,292,2
1571,32,298,4
1572,32,302,3
1573,32,303,3.5
1574,32,304,4
1575,32,305,5
1576,32,307,3.5
1577,32,312,4
1578,32,313,4
1579,32,314,3
1580,32,317,4
1581,32,318,4.5
1582,32,323,2.5
1583,32,325,4
1584,32,330,5
1585,32,332,2.5
1586,32,337,4
1587,32,339,3
1588,32,345,3.5
1589,32,347,3
1590,32,350,4
1591,32,353,5
1592,32,354,4
1593,32,364,3
1594,32,372,4
